recipe_id,title,ingredients,reference,prediction,method
123,Spaghetti Aglio E Olio,"Kosher salt 1 pound dried spaghetti, such as DeCecco 1/3 cup good olive oil 8 large garlic cloves, cut into thin slivers 1/2 teaspoon crushed red pepper flakes 1/2 cup minced fresh parsley 1 cup freshly grated Parmesan cheese, plus extra for serving","Bring a large pot of water to a boil. Add 2 tablespoons of salt and the pasta and cook according to the directions on the package. Set aside 1 1/2 cups of the pasta cooking water before you drain the pasta. Meanwhile, heat the olive oil over medium heat in a pot large enough to hold the pasta, such as a 12-inch saute pan or a large, shallow pot. Add the garlic and cook for 2 minutes, stirring frequently, until it just begins to turn golden on the edges-don't overcook it! Add the red pepper flakes and cook for 30 seconds more. Carefully add the reserved pasta-cooking water to the garlic and oil and bring to a boil. Lower the heat, add 1 teaspoon of salt, and simmer for about 5 minutes, until the liquid is reduced by about a third. Add the drained pasta to the garlic sauce and toss. Off the heat, add the parsley and Parmesan and toss well. Allow the pasta to rest off the heat for 5 minutes for the sauce to be absorbed. Taste for seasoning and serve warm with extra Parmesan on the side.","Preheat the oven to 350 degrees F (175 degrees C). In a large bowl, combine the spaghetti, olive oil, garlic, parsley, pepper flakes, Parmesan, and cheese. Mix well. Pour into a 9 x 13-inch baking dish. Bake for 30 minutes or until a toothpick inserted in the center comes out clean.",finetuned_beam
124,Crab And Broccoli,"1 lb. cooked broccoli 1/2 lb. flaked crab 1 chopped onion 2 Tbsp. lemon juice 1/4 c. chili sauce 1 c. sour cream 1 c. grated Cheddar 1 Tbsp. lemon peel, grated","Drain broccoli and break into chunks. Bake with other ingredients in a shallow, buttered casserole at 350° for 20 minutes.","Cook broccoli according to package directions. Drain. Combine crab, onion, lemon juice, chili sauce, sour cream, Cheddar, lemon peel and lemon peel. Pour over broccoli. Bake at 350° for 30 minutes.",finetuned_beam
125,Tortilla Soup,"3 Tablespoons Oil 2 cups Chopped Onion 2 cups Chopped Carrots 1 cup Chopped Celery 4 cloves Garlic, Finely Chopped 8 cups Chicken Broth 1 can (28 Oz. Can) Crushed Tomatoes 2 cans (4 Oz. Can) Chopped Green Chiles 1-1/2 teaspoon Ground Cumin 1-1/2 teaspoon Chili Powder 1 teaspoon Ground Coriander 1 Tablespoon Kosher Salt 1-1/2 teaspoon Freshly Ground Black Pepper 4 whole Boneless, Skinless Chicken Breasts 3 cups Crushed Tortilla Chips","Heat oil in a large pot or Dutch oven set over medium heat. Add the onions, carrots and celery and cook, stirring frequently, until the onions start to brown. Add the garlic and cook for another 30 seconds. Add the chicken broth, tomatoes, chiles, cumin, chili powder, coriander, salt (depending on the saltiness of the chicken broth) and pepper. Submerge chicken breasts completely in the liquid. Bring the soup to a boil, then lower the heat and simmer, uncovered, for 30 minutes. Remove the chicken and shred with two forks. Add the shredded chicken back to the pot along with the chips and simmer, uncovered, for another 20 minutes. Re-season to taste with salt and pepper. Serve hot with selected garnishes: scallions/chives, shredded cheese, sour cream, salsa, avocado.","Heat oil in a large skillet over medium-high heat. Add onion, carrots, celery, and garlic; saute 5 minutes. Add chicken broth, tomatoes, green chiles, cumin, chili powder, coriander, salt, and pepper; bring to a boil. Reduce heat to medium-low; simmer 5 minutes or until vegetables are tender. Stir in chicken broth mixture; cover and simmer 15 minutes. Serve warm.",finetuned_beam
126,Grandma'S Swedish Pancakes,2 c. flour 2 c. milk 2 Tbsp. sugar 2 eggs,Beat all together with mixer or rotary beater until smooth. Pour into frying pan and cook on one side until bubbly. Then turn and cook until golden brown. Put butter or sugar on; roll up and eat.,"Mix flour, milk and sugar. Add eggs and mix well. Pour into greased and floured 9 x 13-inch pan. Bake at 350° for 1 hour.",finetuned_beam
127,Chocolate Double-Nut Butter,"2 cups walnuts, toasted 1 cup almonds, toasted 1 1/2 cups semisweet chocolate chips (about 10 ounces) 2 teaspoons salt Toasted white bread and honey, for serving","In a food processor, grind the nuts until they start to turn into a paste, about 30 seconds. Scrape down the side and add the chocolate and salt. Puree until very smooth, about 3 minutes. For a thicker texture, freeze the spread for about 10 minutes. Serve on the bread, drizzled with honey.","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish. In a large bowl, combine walnuts and almonds; set aside. In another bowl, whisk together chocolate chips, salt, bread crumbs, and honey. Stir in chocolate mixture; mix well. Pour into prepared dish. Bake for 20 minutes or until a toothpick inserted in the center comes out clean.",finetuned_beam
128,Tarrah'S Sweet Fried Bananas With Raspberry Coconut Sauce,"10 small bananas 10 egg roll wraps 1/4 cup honey 1 tablespoon cinnamon peanut oil, to deep fry in 1 cup powdered sugar (to garnish) For the Sauce 1 cup raspberries, thawed (pureed and strained) 15 ounces coconut milk (not cream of coconut) 1/4 cup maple syrup (or to taste) 2 teaspoons lemon juice (or half a lemon) 2 tablespoons rum (or your favorite liquor to taste)","For the Bananas: In a deep wok or skillet, fill with peanut oil half way, and heat until about 375 degrees, or when bubbles form around food when placed in oil. (tear off a little piece of the wrappers, and place in oil to test) Place bananas on wrappers diagonaly across, and drizzle with a little honey. Sprinkle a little bit of cinnamon on top of banana and honey. (the 1/4 cup honey and the cinnamon is for all of the bananas). Wrap bananas in eggroll wrappers: Fold bottom corner over banana, then tuck side corners in, Roll rest of wrapper over banana, using a little water (or honey) to seal the edges. Place wrapped bananas in fryer oil and fry until golden (about 5 minutes). Drain on paper towel, and allow to cool slightly before serving. For Sauce: Place strained raspberries and coconut milk in small saucepan and heat over medium heat. Stir to combine, then add and stir in remaining ingredients. Heat mixture until boiled down slightly, and you have a realtivly thick sauce. You may want to chill sauce before serving, but it is good warm too. Sprinkle fried bananas with powdered sugar and serve with raspberry sauce.","Preheat the oven to 350 degrees F (175 degrees C). In a large bowl, combine the bananas, egg roll wrap, honey, cinnamon, and peanut oil. In a small bowl, whisk together the powdered sugar, peanut oil and maple syrup. Stir in the lemon juice and rum. Pour into a greased and floured 9 x 13-inch baking pan. Bake in the preheated oven for 20-25 minutes or until a toothpick inserted in the center comes out clean. Remove from the oven and let cool completely before serving.",finetuned_beam
129,Cumin and Chili Lamb Burgers,1 pound ground lamb meat 2 tablespoons ground cumin 2 tablespoons ground chili powder 1 tablespoon minced garlic Salt and pepper Southwest seasoning 4 slices Jalapeno Monterey Jack cheese 1/2 cup roasted garlic aioli 1 cup roasted corn and roasted pepper salsa 4 beer bread buns 2 cups shoestring potatoes,"Preheat the fryer. Preheat the grill. In a mixing bowl, combine the ground lamb with the cumin, chili powder, and garlic. Mix until thoroughly incorporated. Season with Southwest seasoning. Form into 4-ounce patties. Place on the grill and cook for 3 to 4 minutes on each side for medium-rare. Place the cheese on the burgers about a minute before removing from the grill, so the cheese will melt. Fry the shoestring potatoes for 3 minutes or until golden. Remove from the fryer and drain on a paper-lined plate. Season with salt and pepper. Spread the aioli in-between the bun. Place the burger in-between the bun and top with the salsa. Garnish with the fried shoestrings.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine lamb meat, cumin, chili powder, garlic, salt and pepper. In a small bowl, mix together cheese, salsa, beer bread and potatoes. Pour over lamb meat mixture. Bake in preheated oven for 30 minutes or until cheese is melted.",finetuned_beam
130,Sausage & Gorgonzola-Stuffed Portobello Mushrooms,"4 portabello mushroom large, stems and ribs removed 2 Tbsp. Bertolli(R) ClassicoTM Olive Oil 1 lb. sweet Italian sausage links, removed from casing and crumbled 1 cup chopped onion 1 jar Bertolli(R) Tomato & Basil Sauce, divided 1 1/2 cups bread torn fresh 2/3 cup crumbled gorgonzola cheese, divided 1/4 cup pine nuts toasted 1 package baby spinach 12 oz., or arugula leaves","Preheat oven to 425°. Evenly drizzle both sides of mushrooms with Olive Oil, then season, if desired, with salt and black pepper. Arrange mushrooms on cookie sheet; set aside. Brown sausage in 12-inch nonstick skillet; drain, if desired. Stir in onion and cook, stirring occasionally, 3 minutes or until tender; cool slightly. Combine sausage mixture, 1 cup Sauce, bread, 6 tablespoons cheese and pine nuts in medium bowl. Evenly spoon sausage mixture onto prepared mushrooms, then sprinkle with remaining cheese. Bake 15 minutes or until mushrooms are tender. Meanwhile, bring spinach and 1/4 cup water to a boil in 5-quart saucepot over high heat. Reduce heat to low and cook covered, stirring occasionally, 2 minutes or until spinach is wilted. Season, if desired, with salt and black pepper. Evenly arrange spinach on plates, then top with mushrooms. Serve with remaining Sauce, heated.","Heat oil in large skillet over medium-high heat. Add sausage and cook, stirring occasionally, until sausage is browned and sausage is no longer pink, about 5 minutes. Remove sausage from skillet and set aside. In a large bowl, whisk together the Olive Oil, Bertoli, onion, sausage, gorgon, bread, pine nuts, and spinach. Stir in the spinach, and cook until spinach is wilted, about 2 minutes. Add the spinach mixture to the skillet and stir to combine. Cook, stirring constantly, until the mixture is thickened, about 1 minute. Remove from heat and stir in the Parmesan cheese. Serve immediately.",finetuned_beam
131,Lemonade For 100,4 c. water 7 1/2 c. lemon juice 8 sliced seeded oranges 4 gal. water 8 c. sugar 7 c. crushed pineapple or 8 (6 oz.) cans frozen concentrate,Boil 4 cups water with sugar for 10 minutes. Add lemon juice. Stir in pineapple or juice concentrate. Add oranges and 4 gallons of water and chill overnight. Serve over ice.,"Combine water, lemon juice, oranges, pineapple and water. Add sugar and crushed pineapple. Mix well. Pour into 9 x 13-inch pan. Bake at 350° for 30 minutes.",finetuned_beam
132,Creamy Tomato Basil Soup With Cheddar Croűte,"4 cups (32 ounces) boxed tomato or tomato-herb soup 4 cup slices ry bread, each cut into 4-inch rounds and toasted 1 ounce part-skim sharp cheddar cheese, but into 4 slices 3 tablespoons reduced-fat sour cream 1/4 cup chopped fresh basil 1/2 teaspoon freshly ground black pepper Chopped fresh basil (optional)","Preheat oven to 350°. Place the soup in a large saucepan; bring to a boil. Reduce heat to low; cover and keep warm. While the soup is heating, top each toasted bread round with 1 cheese slice; place on a baking pan. Bake in middle of oven until cheese is melted (about 5 minutes). Add the sour cream and basil to soup. Ladle soup into bowls; top with toasts. Sprinkle with pepper and garnish with basil, if desired. Serve immediately.","In a large bowl, combine the soup, bread, cheese, sour cream, basil, pepper, and basil. Cover and refrigerate until ready to serve.",finetuned_beam
133,Pumpkin Spice Layer Cake With Caramel And Cream Cheese Frosting,"3 cups all purpose flour 2 teaspoons baking soda 2 teaspoons baking powder 1 teaspoon cinnamon 1/2 teaspoon ground ginger 1/4 teaspoon ground cloves 1/4 teaspoon freshly grated nutmeg 1/4 teaspoon ground allspice 1/4 teaspoon ground cardamom 1 15-ounce can pure pumpkin 1 1/2 cups sugar 1 1/4 cups vegetable oil 4 large eggs 2 teaspoons finely grated orange peel 1 1-pound box powdered sugar, divided 1/2 cup plus 1 tablespoon heavy whipping cream 1 teaspoon vanilla extract 1/4 teaspoon salt 1 8-ounce package cream cheese, room temperature 1/4 cup (1/2 stick) unsalted butter, room temperature Candied orange peel*","Preheat oven to 350°F. Butter and flour two 9-inch cake pans with 1 1/2-inch-high sides, tapping out any excess flour. Whisk first 9 ingredients in large bowl. Using electric mixer, beat pumpkin, sugar, and oil in another large bowl. Add eggs 1 at a time, beating to incorporate between additions. Mix in orange peel. Add flour mixture; beat on low speed just to blend. Divide batter between prepared pans. Bake cakes until tester inserted into center comes out clean, about 33 minutes. Cool in pans 10 minutes. Invert onto rack, then turn top side up and cool completely. Sprinkle 1/2 cup powdered sugar over bottom of small nonstick skillet. Cook over medium heat until sugar melts (do not stir). Continue cooking until sugar turns deep amber, stirring occasionally, about 2 minutes. Carefully stir in 1/2 cup cream, vanilla, and salt (mixture will bubble vigorously). Stir until any caramel bits dissolve. Stir in remaining 1 tablespoon cream. Strain into small bowl. Cool caramel to room temperature. Sift remaining powdered sugar into medium bowl. Using electric mixer, beat cream cheese and butter in large bowl. Gradually beat in powdered sugar. Beat in cooled caramel. Cover and chill frosting until firm enough to spread, about 2 hours. Using long serrated knife, trim rounded tops from cakes. Place 1 cake layer on cake plate, cut side up. Spread 3/4 cup frosting over. Place second cake layer, cut side down, atop frosting. Cover top and sides of cake with remaining frosting, creating smooth surface. DO AHEAD: Cover with cake dome or large bowl and chill. Let stand at room temperature 2 hours before serving. Sprinkle candied orange peel over top of cake. Cut into wedges and serve.","Preheat oven to 350°F. In a large bowl, combine flour, baking soda, baking powder, cinnamon, ginger, and nutmeg. In another bowl, whisk together pumpkin, sugar, oil, eggs, orange peel, and orange peel. Stir in powdered sugar and vanilla. Pour into a greased and floured 9-inch springform pan. Bake in preheated oven until a toothpick inserted in the center comes out clean, 15 to 20 minutes. Cool completely on a wire rack. Remove from oven and cool completely on wire rack for 10 minutes before removing to wire rack to cool completely. To make the frosting: In a small bowl, beat egg yolks until light and fluffy. Gradually beat in sugar mixture until stiff peaks form. Fold in cream cheese",finetuned_beam
