title,ingredients,directions
Earl'S Mediterranean Linguini,"2 cups cherry tomatoes, sliced in half 1/2 cup dry white wine 4 garlic cloves, chopped 1/4 cup extra-virgin olive oil 1 cup pitted kalamata olive 3/4 lb linguine 1/2 cup chopped fresh parsley 1/2 cup chopped fresh basil 2 tablespoons frank's hot sauce 1/2 cup tomato sauce 1 tablespoon balsamic vinegar 1 1/2 cups crumbled feta cheese","Heat oil in heavy large skillet over medium-high heat. Add tomatoes, wine, garlic and olives. Cook until sauce begins to thicken, stirring often, about 6 minutes. Meanwhile, cook pasta in large pot of boiling water until just tender. Add pasta, parsley, basil, hot sauce, tomato sauce and vinegar to sauce in skillet. Toss over medium heat until sauce coats pasta. Season to taste with salt and pepper. Mount pasta in bowl and sprinkle with feta cheese."
Potato Candy,"1 small potato, cooked 1/2 tsp. vanilla 1 box powdered sugar peanut butter food coloring (if desired)","Mix potato, flavoring and food coloring of choice. Add as much as it takes to form the dough. Roll out candy about 1/4-inch thick and spread a thin layer of peanut butter. Roll candy into a jelly roll and slice into 1/2-inch pieces."
Shrimp De Jonghe,"2 (1-ounce) slices white bread 2 tablespoons butter, divided 4 garlic cloves, minced and divided 1 1/2 tablespoons finely chopped fresh tarragon, divided 1 1/2 tablespoons finely chopped green onions, divided 1 1/2 pounds large shrimp, peeled and deveined 1/2 cup dry vermouth 1 tablespoon Dijon mustard 1/4 teaspoon salt 1/8 teaspoon freshly ground black pepper","Preheat oven to 400°. Place bread in a food processor, and pulse 10 times or until coarse crumbs measure 1 cup. Melt 1 tablespoon butter in a large nonstick skillet over medium-high heat. Add half of garlic; saute 30 seconds. Add breadcrumbs, 1 1/2 teaspoons tarragon, and 1 1/2 teaspoons green onions; cook 2 minutes, stirring constantly. Place breadcrumb mixture in a bowl. Add remaining 1 tablespoon butter to pan; cook 1 minute or until butter begins to brown. Add remaining half of garlic; saute 30 seconds, stirring constantly. Add shrimp; saute 2 minutes. Stir in dry vermouth and Dijon mustard; simmer for 1 minute or until the shrimp are done. Stir in remaining 1 tablespoon tarragon, remaining 1 tablespoon green onions, salt, and pepper. Arrange the shrimp mixture in a single layer in an 8-inch square baking dish, and sprinkle breadcrumb mixture evenly over shrimp. Bake at 400° for 10 minutes or until the breadcrumbs are golden."
Sweet Pickled Peaches,1 c. vinegar 2 c. water 8 c. sugar 3 tsp. cloves and allspice 2 sticks cinnamon,"Combine vinegar, water, sugar, and spices. Bring to a boil. Drop in whole fresh peeled peaches. Simmer peaches in syrup about 5 minutes. Pack in hot, sterilized jars and pour syrup over the peaches. Seal. Yields 6 to 8 pints."
Veal Birds With Sour Cream,"1 1/4 cups soft breadcrumbs 1/2 cup chopped celery 2 teaspoons finely chopped onion 1/2 teaspoon salt 1/4 teaspoon pepper 1/8 teaspoon rubbed sage 1/4 cup plus 1 tablespoon butter or margarine, melted and divided 1 pound veal steak, cut 1/4-inch thick 1/2 cup all-purpose flour 1 (10 3/4-ounce) can chicken broth 1 teaspoon all-purpose flour 1 (8-ounce) carton commercial sour cream","Combine breadcrumbs, celery, onion, salt, pepper, sage, and 3 tablespoons melted butter; mix well, and set aside. Place steak between two sheets of waxed paper. Flatten to 1/8-inch thickness, using a meat mallet or a rolling pin. Cut steak into 8 portions. Place 2 tablespoons stuffing down the center of each piece. Roll up jellyroll fashion, and tie securely with string. Dredge each veal bird in 1/2 cup flour. Brown in remaining melted butter in a heavy skillet over medium heat. Add chicken broth; cover and simmer 30 minutes or until veal is tender. Transfer veal birds to a warm serving platter, reserving pan drippings. Combine 1 teaspoon flour and sour cream, stirring until well blended. Add sour cream mixture to pan drippings. Cook over low heat 10 minutes or until thickened, stirring constantly. Spoon sauce over veal birds to serve."
Swedish Apple Pie,"1 c. sugar 1 egg, beaten 3/4 c. melted butter or margarine 1 c. flour 1/2 c. chopped nuts pinch of salt apples 4 c. sliced zucchini, cooked until tender-crisp 2 Tbsp. lemon juice dash of salt 1 1/4 c. sugar 1 1/2 tsp. cinnamon 1 1/2 tsp. cream of tartar dash of nutmeg 3 Tbsp. flour","Toss together zucchini, lemon juice and salt. Mix rest of ingredients in bowl. Add zucchini and mix well. It will be runny, but that's OK. Dump filling into 9-inch crust and dot with butter. Add top crust and bake at 400° for 40 minutes or until golden brown."
Cranberry Orange Preserves,"6 cups (1425 ml) cranberries 5 cups (1175 ml) granulated sugar 1 orange, finely chopped 1-1/2 cups (350 ml) water 1 pouch certo liquid fruit pectin 1/4 cup (60 ml) orange flavoured liqueur","Measure cranberries into a large saucepan. Add sugar, chopped orange and water to fruit and mix well. Let stand for 10 minutes. Place saucepan over high heat. Bring to a full rolling boil and boil hard 1 minute, stirring constantly. Remove from heat. Immediately stir in liquid fruit pectin and liqueur. Stir and skim foam with metal spoon for 5 minutes to prevent floating fruit. Pour quickly into warm, sterilized jars filling up to 1/4 inch from rim. Seal while hot with sterilized 2 piece lids with new centers."
Pear Cake,"2 tablespoons butter, plus additional butter for the pan 1/2 cup dry, fine, unflavored bread crumbs 2 eggs 1/4 cup milk 1 cup granulated sugar Tiny pinch salt 1 1/2 cups flour 2 pounds ripe pears","Preheat the oven to 350 degrees. Grease a 9-inch-round layer-cake pan with butter and sprinkle with the bread crumbs. Turn the pan upside down and tap it or shake it lightly to get rid of all the loose crumbs. In a bowl, beat together the eggs and milk. Add the sugar and salt and continue beating until well combined. Add the flour, mixing thoroughly with the other ingredients. Peel the pears, slice in half and scoop out the seeds and core. Cut lengthwise into thin slices. Add to the bowl, mixing them well with the other ingredients; the batter will be very thick. Spoon the batter into the pan, leveling it off with the back of a spoon or a spatula. Dot the surface with the butter. Bake in the top rack of the preheated oven for 45 minutes, or until the top is lightly golden. Remove it from the pan as soon as it is cool and firm enough to handle. It may be served lukewarm or cold."
Asparagus With Tarragon Butter,"1 14 lbs fresh asparagus 12 cup butter 2 tablespoons chopped fresh tarragon 1 tablespoon chopped fresh parsley 12 lemon, zest 1 tablespoon lemon juice salt and pepper","Trim asparagus and then tie them into 4 bundles. Place the bundles in a large frying pan with 1 inch of water. Cover and cook for 6-8 minutes, until the asparagus is tender but firm. Arrange spears on four warmed serving plates. Make the tarragon butter by creaming together the remaining ingredients; heat it gently and pour over the asparagus."
Avocado Dressing,"0.25 c olive oil 0.5 avocado 2 T lemon juice 1 t mustard 1 t honey 1 cove minced garlic 1 T apple cider vinegar 0.25 c water 0.25 t salt 1 bunch spinach, cilantro or lettuce, or mix of all three",puree all in a blender
Season Creep Cocktails,"3/4 cup turbinado sugar 4 ounces water 5 ounces unsweetened pineapple juice 10 fresh sage leaves, torn 18 ounces light rum, such as Denizen 6 ounces fresh lime juice 3 ounces yellow Chartreuse 12 lime slices","Bring sugar and 4 ounces water to a boil in a small saucepan, stirring to dissolve sugar. Add pineapple juice; reduce heat, and simmer 10 minutes. Reduce heat to low; add sage, and steep 5 minutes. Remove from heat; strain and discard solids. Cool to room temperature. Combine pineapple syrup, rum, lime juice, and Chartreuse in a pitcher. To serve, pour 6 ounces rum mixture into a shaker filled with ice. Shake well, and strain into a glass. Garnish with a lime slice. Repeat procedure with remaining rum mixture, ice, and lime slices."
Chicken Casserole,"chicken (I use the boneless, skinless breast pieces; have the chicken boiled) egg noodles, that have been cooked in the broth where you boiled the chicken pieces Stove Top stuffing, made up from directions on pkg. 1 can cream of chicken soup 1 can cream of celery soup 1 can cream of mushroom soup","Alternate layers of chicken, noodles and stuffing. Place the chicken in a large casserole dish. Put sauce (a combination of soups plus the leftover broth from the cooked noodles). Manage to have enough sauce to cover each layer. When all is used, sprinkle grated cheese over the top of the dish. Put in the oven and bake at 350° for 20 to 30 minutes. ""Very good and tasty! A big casserole!"""
Bills Blueberry/Cream Cheese/Lemon Stuffed French Toast,4 ounces cream cheese (room temp) 1 tablespoon fresh lemon juice 1 teaspoon lemon zest 14 cup blueberry pie filling 4 teaspoons powdered sugar 1 egg 2 tablespoons milk 4 slices French bread (somewhat stale) 2 tablespoons butter,"Mix first five ingredents together and store at room temp for 20 minutes. Beat egg and add milk then beat a little more. Dip each side of 2 pieces of bread in the egg mixture and cook both sides and cook in frying pan with butter till golden brown and hot , Top with cream cheese mixture. Dip other pieces of bread and cook on 1 side then cover the first with the bread and flip it to cook the final side. Remove and serve with hot syrup. Hope you enjoy the meal. PS you can double recipe."
Jalapeno Pie,"1 lb. longhorn or sharp cheddar cheese, grated 6 eggs 1 15 oz. can jalapeno peppers pimentos",Mix eggs (do not whip) until blended. Slice peppers lengthwise and remove seeds and stems. Into a 16 inch pie pan place 1/2 inch layer of coarsely grated cheese. Place peppers in a circular design around dish pointed towards center. Cover with remaining cheese. Pour eggs over mixture evenly. Garnish with pimento.
Cookie dough pie,1 cup Almond flour 2 tbsp coconut flour 1/4 tsp salt 1/2 tsp xanthan gum 4 tbsp melted butter 1/2 cup etrythritol pinch salt 4 tbsp softened butter 1/2 cup Almond flour 1 tbsp coconut oil 1/2 tsp vanilla extract 3 tbsp etrythritol 30 grams sugar free chocolate chips or Hershey chocolate bars cut up 8 oz cream cheese 4 oz heavy whipping cream (1 cup whipped ) 1 tsp vanilla extract 1/2 cup etrythritol,"For the crust. Pre-heat oven to 350F. Combine almond flour, coconut flour, xanthan gum, and salt and mix well with a whisk. Melt butter and add in the sweetener. Combine with the dry ingredients using a spatula. Line an 8 inch casserole dish with parchment paper. (9x6 (8x8) Bake for 20-25 minutes until the crust has a light golden brown color. Let cool in the dish for 10-20 minutes and remove by lifting up parchment paper. Don't try to take it off the paper yet. Move to the fridge to continue cooling for about one hour. It will be ready to handle after that For cookie dough. Measure out almond flour and add in a pinch (1/16 of a tsp) of salt and whisk together. Cream together softened butter, oil, vanilla, and sweetener (if using granulated mix this in with the dry ingredients). Fold in chocolate chips and let chill for about 10 minutes in the fridge. On wax paper spoon or pipe out approximately 20-22 dollops of cookie dough Place in the freezer for 5 minutes and then place in a bowl or baggy to chill in the fridge until your no bake cheesecake filling is ready For no bake cheesecake. Whip 4 oz of heavy cream and 1/4 cup sugar equivalent with an electric mixer on high. (you can add a pinch of xanthan gum to the cream and it will whip right up!) Combine 1/4 cup sugar equivalent with softened cream cheese and vanilla extract until very smooth. Fold the whipped cream and cream cheese together until full combined. Fold in cookie dough pieces and spread on to the crust in a big mound.Let chill for at least an hour"
Broccoli Casserole,"1 1/2 sticks margarine 1 small pkg. frozen broccoli 1/4 c. milk 1 small jar Cheez Whiz 1 onion, chopped 1 can cream of chicken soup salt and pepper to taste 2 c. cooked rice","Saute onion in margarine. Add broccoli, soup, milk, salt, pepper and Cheez Whiz. Cook until cheese melts. Then add rice. Place in buttered casserole dish. Bake 15 minutes at 350°."
Mascarpone Cheesecake W. Candied Pecans and Dulce De Leche Sauce,"1 cup flour 13 cup pecans (about 1 1/2 ounces) 12 cup unsalted butter, melted 14 cup sugar 1 14 teaspoons vanilla essence 12 ounces cream cheese, softened 2 (8 ounce) containers mascarpone cheese 1 12 tablespoons all-purpose flour 1 14 cups sugar 1 teaspoon vanilla extract 12 teaspoon fresh lemon juice 4 large eggs, room temperature 12 cup sugar 2 tablespoons water 34 cup pecan halves 1 cup whipping cream 1 cup packed dark brown sugar 12 cup sweetened condensed milk","For crust:. Preheat oven to 350F. Finely grine pecans in processor. Mix butter, flour, ground pecans, sugar and vanilla essence. Press into greased 9"" springform pan. For filling:. Using electric mixer, beat cream cheese in large bowl until smooth. Add mascarpone and flour; beat until smooth, occasionally scraping down sides of bowl with rubber spatula. Gradually add sugar and beat until smooth. Beat in vanilla and lemon juice. Add eggs 1 at a time, beating just until blended after each addition. Pour filling over crust in the springform pan. Place springform pan in large roasting pan. Pour enough hot water into roasting pan to come halfway up sides of springform pan. Bake cheesecake until top is golden and cake is almost set (center 2 inches will still move slightly when pan is gently shaken), about 1 hour 15 minutes. Meanwhile -- For candied pecans:. Line baking sheet with foil; spray with nonstick spray. Combine sugar, and water in heavy small saucepan. Stir over medium-low heat until sugar dissolves. Increase heat; boil without stirring until syrup is deep amber color, occasionally brushing down sides of pan with pastry brush dipped in water and swirling pan, about 7 minutes. Remove from heat. Immediately stir in pecans. Quickly pour mixture out onto prepared baking sheet. Working quickly and using 2 forks, separate pecans into individual halves. Cool completely. Break candied pecans apart, leaving each pecan half intact with some candied caramel attached. (Can be made 1 week ahead. Store airtight at room temperature. Makes about 1 cup. ). (Can toast pecans at 350F for 5-7 minutes first before stirring them into caramel). For dulce de leche sauce:. Combine whipping cream and brown sugar in heavy medium saucepan. Stir over medium heat until sugar dissolves. Boil until mixture is reduced to 1 cup, stirring occasionally, about 5 minutes. Stir in sweetened condensed milk. (Can be made 1 day ahead. Cover and chill. Rewarm over medium-low heat just until warm and pourable. Makes about 1 1/3 cups. ). Cool cake on rack 1 hour. Refrigerate uncovered overnight. (Can be made 2 days ahead. Cover and keep refrigerated. ). Arrange Candied Pecans decoratively atop cake. Cut cake into wedges. Serve with Dulce de Leche Sauce. *Italian cream cheese, available at Italian markets and many supermarkets."
